image,mask
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0008802.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0008802.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0002609_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0002609_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0007327_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0007327_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0008735.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0008735.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0006392.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0006392.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0006776_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0006776_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0008534_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0008534_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0003176.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0003176.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0006917_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0006917_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0007183_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0007183_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0006165_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0006165_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0009056_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0009056_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_8_0000840_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_8_0000840_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_8_0000075_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_8_0000075_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0008929.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0008929.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0006667.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0006667.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0007270.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0007270.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0005527.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0005527.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0003349_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0003349_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0009929.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0009929.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0008943.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0008943.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0000793_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0000793_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_9_0000337.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_9_0000337.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0001803_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0001803_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_9_0005202_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_9_0005202_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0008500_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0008500_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0002789.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0002789.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_8_0005615_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_8_0005615_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0005301_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0005301_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0003134_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0003134_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0003306.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0003306.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0007739_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0007739_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_9_0008447.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_9_0008447.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0002077_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0002077_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_8_0002866_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_8_0002866_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_9_0005473.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_9_0005473.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0006982_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0006982_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0003929_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0003929_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0007147.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0007147.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_9_0005742_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_9_0005742_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0001838.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0001838.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0009542.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0009542.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0009387.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0009387.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0000714_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0000714_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0000035_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0000035_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_8_0003212.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_8_0003212.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_9_0002137.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_9_0002137.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0009349.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0009349.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_8_0004507.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_8_0004507.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_6_0009707_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_6_0009707_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0000744.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0000744.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_5_0006409.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_5_0006409.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/005_Fagus_sylvatica/Fagus sylvatica_7_0009692_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/005_Fagus_sylvatica/mask_Fagus sylvatica_7_0009692_modified.png
